,score_S,score_G2M,Cell Type,Predicted Cell Type for Custom Sparse Model,Predicted Cell Type for Custom Sparse Model (GBM data),Predicted Cell Type,Predicted Cell Type for Custom Sparse Model (GBM data) 
6550,-0.250182504256889,-0.185769607553477,Malignant,Malignant,Malignant,Malignant,Malignant
6551,-0.188207068667649,-0.189352882464024,Malignant,Malignant,Malignant,Malignant,Malignant
6552,-0.0967201208716689,-0.0817764556614894,Malignant,Malignant,Malignant,Malignant,Malignant
6553,-0.101068152842905,-0.198415176089806,Malignant,Malignant,Malignant,Malignant,Malignant
6554,-0.0517860432378539,-0.0606197340759615,Malignant,Malignant,Malignant,Malignant,Malignant
6555,-0.13290137843668,-0.0542623497009075,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
6556,-0.138451315943876,-0.180415661394846,Malignant,Malignant,Malignant,Malignant,Malignant
6557,-0.0077500021573689,-0.124603554506318,Malignant,Malignant,Malignant,Malignant,Malignant
6558,-0.24905839385892,-0.223484611414192,Malignant,Malignant,Malignant,Malignant,Malignant
6559,-0.0788167333705916,-0.0948523640705141,Malignant,Malignant,Malignant,Malignant,Malignant
6560,-0.128538249385116,-0.158981995507042,Malignant,Malignant,Malignant,Malignant,Malignant
6561,-0.0998323837194093,-0.0227269089804715,Malignant,Malignant,Malignant,Malignant,Malignant
6562,-0.048684127760493,-0.0838581072730096,Malignant,Malignant,Malignant,Malignant,Malignant
6563,0.695096201683543,0.681515222354664,Malignant,Malignant,Malignant,Malignant,Malignant
6564,-0.0853166379727594,0.203051026947517,Malignant,Malignant,Malignant,Malignant,Malignant
6565,-0.176331240536741,-0.240622566729819,Malignant,Malignant,Malignant,Malignant,Malignant
6566,-0.179417823731752,-0.231719220923118,Malignant,Malignant,Malignant,Malignant,Malignant
6567,-0.0902847619760586,-0.0747825909392323,Malignant,Malignant,Malignant,Malignant,Malignant
6568,-0.0840886603890526,-0.19103793909867,Malignant,Malignant,Malignant,Malignant,Malignant
6569,0.175920224052859,-0.0770437615590834,Malignant,Malignant,Malignant,Malignant,Malignant
6570,-0.0960805465715635,-0.0678259207314868,Malignant,Malignant,Malignant,Malignant,Malignant
6571,-0.212833078348107,-0.211956043268524,Malignant,Malignant,Malignant,Malignant,Malignant
6572,-0.249432285555367,-0.0779673829004177,Malignant,Malignant,Malignant,Malignant,Malignant
6573,-0.133797541753525,-0.0581308278727001,Malignant,Malignant,Malignant,Malignant,Malignant
6574,-0.128928528889334,-0.143373723752266,Malignant,Malignant,Malignant,Malignant,Malignant
6575,-0.0263797034796688,-0.171103513022235,Malignant,Malignant,Malignant,Malignant,Malignant
6576,0.20678820836322,-0.13198521858995,Malignant,Malignant,Malignant,Malignant,Malignant
6577,-0.235878742146,-0.159706146761812,Malignant,Malignant,Malignant,Malignant,Malignant
6578,-0.0879795399746187,-0.0817723678173838,Malignant,Malignant,Malignant,Malignant,Malignant
6579,-0.15534212880584,-0.147036100595454,Malignant,Malignant,Malignant,Malignant,Malignant
6580,0.0985153150319679,-0.144564236956141,Malignant,Malignant,Malignant,Malignant,Malignant
6581,-0.0670702896848181,-0.119406262171,Malignant,Malignant,Malignant,Malignant,Malignant
6582,-0.072584164423188,-0.0823157534660112,Malignant,Malignant,Malignant,Malignant,Malignant
6583,-0.114956143527297,-0.172423200132983,Malignant,Malignant,Malignant,Malignant,Malignant
6584,-0.138636572673523,-0.190640233101875,Malignant,Malignant,Malignant,Malignant,Malignant
6585,0.636832059197006,0.565906420202751,Malignant,Malignant,Malignant,Malignant,Malignant
6586,-0.0838808740879597,-0.176897716500136,Malignant,Malignant,Malignant,Malignant,Malignant
6587,-0.0825180755317938,-0.0646725722841243,Malignant,Malignant,Malignant,Malignant,Malignant
6588,-0.133579679074701,-0.181942374039593,Malignant,Malignant,Malignant,Malignant,Malignant
6589,-0.182049224603959,-0.16900302301422,Malignant,Malignant,Malignant,Malignant,Malignant
6590,-0.13034044572945,-0.0471936960862469,Malignant,Malignant,Malignant,Malignant,Malignant
6591,-0.0086799536403653,0.0047743346599264,Malignant,Malignant,Malignant,Malignant,Malignant
6592,-0.164236246544958,-0.0799049399725834,Malignant,Malignant,Malignant,Malignant,Malignant
6593,-0.169261100932189,-0.160325074801289,Malignant,Malignant,Malignant,Malignant,Malignant
6594,-0.040677892859332,-0.168307206013425,Malignant,Malignant,Malignant,Malignant,Malignant
6595,-0.0817728094773439,-0.195380534892285,Malignant,Malignant,Malignant,Malignant,Malignant
6596,-0.148393473535055,-0.0727320769524449,Malignant,Malignant,Malignant,Malignant,Malignant
6597,0.151925797183246,0.0344316235174411,Malignant,Malignant,Malignant,Malignant,Malignant
6598,-0.0997946723221852,-0.0116846472437317,Malignant,Malignant,Malignant,Malignant,Malignant
6599,-0.13061634135733,-0.21124060252951,Malignant,Malignant,Malignant,Malignant,Malignant
6600,-0.250563961035748,-0.206282955937213,Malignant,Malignant,Malignant,Malignant,Malignant
6601,0.120513263132809,1.20454011379628,Malignant,Malignant,Malignant,Malignant,Malignant
6602,0.563475219356125,0.0712867491891727,Malignant,Malignant,Malignant,Malignant,Malignant
6603,-0.134256797126479,-0.131609982348382,Malignant,Malignant,Malignant,Malignant,Malignant
6604,-0.0440008313098526,-0.185525792505241,Malignant,Malignant,Malignant,Malignant,Malignant
6605,0.363453331570328,-0.0275488160957524,Malignant,Malignant,Malignant,Malignant,Malignant
6606,0.223088182393095,-0.105393883045713,Malignant,Malignant,Malignant,Malignant,Malignant
6607,-0.145591001283736,-0.193908824013875,Malignant,Malignant,Malignant,Malignant,Malignant
6608,-0.139165724853557,-0.100393318591624,Malignant,Malignant,Malignant,Malignant,Malignant
6609,0.313312846880733,0.0769593907577323,Malignant,Malignant,Malignant,Malignant,Malignant
6610,-0.14451180641647,-0.100227026127782,Malignant,Malignant,Malignant,Malignant,Malignant
6611,0.434993127426624,0.174550010013941,Malignant,Malignant,Malignant,Malignant,Malignant
6612,-0.228654836419107,-0.158589256505994,Malignant,Malignant,Malignant,Malignant,Malignant
6613,-0.211820907086197,-0.0547700314767138,Malignant,Malignant,Malignant,Malignant,Malignant
6614,-0.179481542509142,-0.184799374678301,Malignant,Malignant,Malignant,Malignant,Malignant
6615,0.697759279222156,0.476753970839395,Malignant,Malignant,Malignant,Malignant,Malignant
6616,-0.076550998396318,-0.0816743930578863,Malignant,Malignant,Malignant,Malignant,Malignant
6617,-0.151829748415535,-0.128454548141579,Malignant,Malignant,Malignant,Malignant,Malignant
6618,-0.266670050803568,-0.0871360509323678,Malignant,Malignant,Malignant,Malignant,Malignant
6619,-0.173703556878376,-0.0346524229328511,Malignant,Malignant,Malignant,Malignant,Malignant
6620,-0.29871832193474,-0.212699341803073,Malignant,Malignant,Malignant,Malignant,Malignant
6621,-0.249248222910842,-0.0541322799493548,Malignant,Malignant,Malignant,Malignant,Malignant
6622,0.519624466580805,0.353590992848718,Malignant,Malignant,Malignant,Malignant,Malignant
6623,0.786409951944858,0.267108591249993,Malignant,Malignant,Malignant,Malignant,Malignant
6624,0.0409463300544916,-0.12016590362553,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
6625,-0.060605085743679,-0.142168608204863,Malignant,Malignant,Malignant,Malignant,Malignant
6626,-0.11144745776315,0.185002292816021,Malignant,Malignant,Malignant,Malignant,Malignant
6627,0.373246312470718,-0.0331515937619447,Malignant,Malignant,Malignant,Malignant,Malignant
6628,-0.119310454592854,0.968314620091015,Malignant,Malignant,Malignant,Malignant,Malignant
6629,-0.197459005180693,-0.056189146888334,Malignant,Malignant,Malignant,Malignant,Malignant
6630,-0.174703167019689,-0.0741753915614441,Malignant,Malignant,Malignant,Malignant,Malignant
6631,-0.250883021339177,-0.161032880804014,Malignant,Malignant,Malignant,Malignant,Malignant
6632,-0.232273131467579,-0.168215899839169,Malignant,Malignant,Malignant,Malignant,Malignant
6633,-0.0202047159259375,-0.0785402508660825,Malignant,Malignant,Malignant,Malignant,Malignant
6634,-0.127600903081548,-0.130694352068948,Malignant,Malignant,Malignant,Malignant,Malignant
6635,0.313925323946213,0.770780433427822,Malignant,Malignant,Malignant,Malignant,Malignant
6636,0.587033001573113,0.216565783116922,Malignant,Malignant,Malignant,Malignant,Malignant
6637,0.652040865574844,0.103314344145729,Malignant,Malignant,Malignant,Malignant,Malignant
6638,-0.213311688747365,-0.139697776617869,Malignant,Malignant,Malignant,Malignant,Malignant
6639,-0.228677773411064,-0.102130068908278,Malignant,Malignant,Malignant,Malignant,Malignant
6640,-0.175861288793791,-0.0743811049683805,Malignant,Malignant,Malignant,Malignant,Malignant
6641,0.472927388061191,0.164441607323864,Malignant,Malignant,Malignant,Malignant,Malignant
6642,-0.121484219289115,-0.0798185540875655,Malignant,Malignant,Malignant,Malignant,Malignant
6643,-0.245275818743515,-0.135207581762742,Malignant,Malignant,Malignant,Malignant,Malignant
6644,0.549250755122848,0.825959502767995,Malignant,Malignant,Malignant,Malignant,Malignant
6645,0.584946222453969,0.0719081717627742,Malignant,Malignant,Malignant,Malignant,Malignant
6646,-0.0115919716244994,0.411400905089467,Malignant,Malignant,Malignant,Malignant,Malignant
6647,-0.27443123350972,-0.0707373035292121,Malignant,Malignant,Malignant,Malignant,Malignant
6648,-0.104795213696771,0.608276265993244,Malignant,Malignant,Malignant,Malignant,Malignant
6649,0.58132700022878,0.398624412565049,Malignant,Malignant,Malignant,Malignant,Malignant
6650,-0.18339428407977,-0.159424853280438,Malignant,Malignant,Malignant,Malignant,Malignant
6651,-0.251677223679002,-0.206055243136026,Malignant,Malignant,Malignant,Malignant,Malignant
6652,0.205563567777293,0.930446556721632,Malignant,Malignant,Malignant,Malignant,Malignant
6653,-0.0735153542626833,-0.175586869224719,Malignant,Malignant,Malignant,Malignant,Malignant
6654,-0.190537239959171,-0.189013654975792,Malignant,Malignant,Malignant,Malignant,Malignant
6655,0.223085830619597,-0.182397904986428,Malignant,Malignant,Malignant,Malignant,Malignant
6656,-0.154170499348329,-0.131241652797442,Malignant,Malignant,Malignant,Malignant,Malignant
6657,-0.17139146671291,-0.0866119991265437,Malignant,Malignant,Malignant,Malignant,Malignant
6658,-0.274698063256682,-0.146884800109356,Malignant,Malignant,Malignant,Malignant,Malignant
6659,-0.229689887522043,-0.214252341381956,Malignant,Malignant,Malignant,Malignant,Malignant
6660,-0.176168927763243,-0.0842568976721875,Malignant,Malignant,Malignant,Malignant,Malignant
6661,-0.0708767147892027,-0.168601228519823,Malignant,Malignant,Malignant,Malignant,Malignant
6662,-0.133770557905099,-0.145724350468778,Malignant,Malignant,Malignant,Malignant,Malignant
6663,-0.153238190262136,-0.156573901124231,Malignant,Malignant,Malignant,Malignant,Malignant
6664,0.693722144520378,-0.0379662211238612,Malignant,Malignant,Malignant,Malignant,Malignant
6665,-0.0604468314851136,-0.074079675619689,Malignant,Malignant,Malignant,Malignant,Malignant
6666,-0.269311722392884,-0.175991622857419,Malignant,Malignant,Malignant,Malignant,Malignant
6667,-0.0974678410791579,-0.0825926921284807,Malignant,Malignant,Malignant,Malignant,Malignant
6668,0.282347052641174,0.700619079681945,Malignant,Malignant,Malignant,Malignant,Malignant
6669,-0.114154650963277,-0.138091578269335,Malignant,Malignant,Malignant,Malignant,Malignant
6670,-0.291238027154596,-0.212525519689571,Malignant,Malignant,Malignant,Malignant,Malignant
6671,-0.0648872638381478,-0.161139612307805,Malignant,Malignant,Malignant,Malignant,Malignant
6672,-0.108849758445248,-0.174043015556746,Malignant,Malignant,Malignant,Malignant,Malignant
6673,-0.153015873832649,-0.0656134375616789,Malignant,Malignant,Malignant,Malignant,Malignant
6674,-0.0698917192296832,-0.162857402898974,Malignant,Malignant,Malignant,Malignant,Malignant
6675,-0.143428420127985,-0.189783883874139,Malignant,Malignant,Malignant,Malignant,Malignant
6676,-0.121925920775761,-0.158743031594863,Malignant,Malignant,Malignant,Malignant,Malignant
6677,0.611500630176209,0.105923261292011,Malignant,Malignant,Malignant,Malignant,Malignant
6678,0.352751188310616,-0.0122605553383153,Malignant,Malignant,Malignant,Malignant,Malignant
6679,-0.177573295788903,-0.186485529209449,Malignant,Malignant,Malignant,Malignant,Malignant
6680,0.582836774375439,0.246194076042062,Malignant,Malignant,Malignant,Malignant,Malignant
6681,-0.0624051504471979,-0.181362967587384,Malignant,Malignant,Malignant,Malignant,Malignant
6682,-0.171747553153666,-0.132129597311686,Malignant,Malignant,Malignant,Malignant,Malignant
6683,-0.289647978968431,-0.0407238474124824,Malignant,Malignant,Malignant,Malignant,Malignant
6684,-0.327956398827423,-0.090345656872475,Malignant,Malignant,Malignant,Malignant,Malignant
6685,-0.221106545295298,-0.234689533791718,Malignant,Malignant,Malignant,Malignant,Malignant
6686,0.399231569857906,0.395848564241471,Malignant,Malignant,Malignant,Malignant,Malignant
6687,-0.0386839363015578,-0.121876447388698,Malignant,Malignant,Malignant,Malignant,Malignant
6688,0.334909248101955,0.797055675649925,Malignant,Malignant,Malignant,Malignant,Malignant
6689,-0.173086792058526,-0.0743931033490147,Malignant,Malignant,Malignant,Malignant,Malignant
6690,-0.0232547207641174,-0.178040029262266,Malignant,Malignant,Malignant,Malignant,Malignant
6691,0.628671559507794,0.372701113231037,Malignant,Malignant,Malignant,Malignant,Malignant
6692,-0.218017021216533,-0.0536348767336691,Malignant,Malignant,Malignant,Malignant,Malignant
6693,0.735589052939913,0.241310628979936,Malignant,Malignant,Malignant,Malignant,Malignant
6694,-0.15440164106669,-0.087085434787815,Malignant,Malignant,Malignant,Malignant,Malignant
6695,-0.183008420597056,-0.119577561735784,Malignant,Malignant,Malignant,Malignant,Malignant
6696,0.36782295006934,0.0780889688569476,Malignant,Malignant,Malignant,Malignant,Malignant
6697,-0.221342429759995,-0.205497572779735,Malignant,Malignant,Malignant,Malignant,Malignant
6698,-0.120904297740138,-0.164612015629556,Malignant,Malignant,Malignant,Malignant,Malignant
6699,-0.167341646987303,-0.104226752743847,Malignant,Malignant,Malignant,Malignant,Malignant
6700,-0.160548340215612,-0.145044908504765,Malignant,Malignant,Malignant,Malignant,Malignant
6701,0.0210721232505194,-0.0157934292501586,Malignant,Malignant,Malignant,Malignant,Malignant
6702,-0.15717275074824,-0.208326528501261,Malignant,Malignant,Malignant,Malignant,Malignant
6703,0.659716468782524,0.160038898820924,Malignant,Malignant,Malignant,Malignant,Malignant
6704,-0.16736172531466,-0.111004283322712,Malignant,Malignant,Malignant,Malignant,Malignant
6705,0.552985081830601,0.346063807585333,Malignant,Malignant,Malignant,Malignant,Malignant
6706,0.608116994902512,0.0781452258723577,Malignant,Malignant,Malignant,Malignant,Malignant
6707,-0.272638895198228,-0.245288413105455,Malignant,Malignant,Malignant,Malignant,Malignant
6708,-0.275248682989899,-0.0818177016434473,Malignant,Malignant,Malignant,Malignant,Malignant
6709,-0.234776986599546,-0.221713246333144,Malignant,Malignant,Malignant,Malignant,Malignant
6710,-0.174438556016867,-0.157285596228624,Malignant,Malignant,Malignant,Malignant,Malignant
6711,-0.0458777075551229,0.17190910793665,Malignant,Malignant,Malignant,Malignant,Malignant
6712,0.499017000592674,0.409792742342652,Malignant,Malignant,Malignant,Malignant,Malignant
6713,-0.202998167097548,-0.149884788498013,Malignant,Malignant,Malignant,Malignant,Malignant
6714,-0.241679698797711,-0.206133119642662,Malignant,Malignant,Malignant,Malignant,Malignant
6715,0.410490092971973,0.0755683412824134,Malignant,Malignant,Malignant,Malignant,Malignant
6716,0.351501106838096,0.117215472955648,Malignant,Malignant,Malignant,Malignant,Malignant
6717,-0.117814138696874,-0.176101330969722,Malignant,Malignant,Malignant,Malignant,Malignant
6718,-0.15829566343635,-0.0676241245185703,Malignant,Malignant,Malignant,Malignant,Malignant
6719,0.0396273717746282,0.0315933078850295,Malignant,Malignant,Malignant,Malignant,Malignant
6720,0.0219250940032626,0.960500986168627,Malignant,Malignant,Malignant,Malignant,Malignant
6721,-0.249894895024449,-0.176143135709259,Malignant,Malignant,Malignant,Malignant,Malignant
6722,-0.12842751689281,-0.143012069442261,Malignant,Malignant,Malignant,Malignant,Malignant
6723,-0.0437649184795196,-0.103815544661667,Malignant,Malignant,Malignant,Malignant,Malignant
6724,-0.124691681832749,-0.0329463067292661,Malignant,Malignant,Malignant,Malignant,Malignant
6725,-0.157940679376594,-0.144780233326296,Malignant,Malignant,Malignant,Malignant,Malignant
6726,0.635588706098986,0.293598619420412,Malignant,Malignant,Malignant,Malignant,Malignant
6727,-0.104822339679625,-0.10367042609521,Malignant,Malignant,Malignant,Malignant,Malignant
6728,0.542186202084901,0.0708956079723004,Malignant,Malignant,Malignant,Malignant,Malignant
6729,-0.236227601845798,-0.128098700242687,Malignant,Malignant,Malignant,Malignant,Malignant
6730,0.259044708498483,-0.0294456807263357,Malignant,Malignant,Malignant,Malignant,Malignant
6731,0.425046187834061,0.0302385370991849,Malignant,Malignant,Malignant,Malignant,Malignant
6732,0.621300453116508,0.445133272340046,Malignant,Malignant,Malignant,Malignant,Malignant
6733,-0.166686864837538,-0.182413602352228,Malignant,Malignant,Malignant,Malignant,Malignant
6734,0.54162667591634,0.0121579656367,Malignant,Malignant,Malignant,Malignant,Malignant
6735,-0.164247108609503,-0.114662751053579,Malignant,Malignant,Malignant,Malignant,Malignant
6736,-0.247646143000408,-0.233511602613421,Malignant,Malignant,Malignant,Malignant,Malignant
6737,-0.0638183871748492,-0.249993958005739,Malignant,Malignant,Malignant,Malignant,Malignant
6738,-0.115985226860347,-0.131131262220241,Malignant,Malignant,Malignant,Malignant,Malignant
6739,-0.188112080415726,-0.253662876243291,Malignant,Malignant,Malignant,Malignant,Malignant
6740,-0.163894881998752,-0.129212721479183,Malignant,Malignant,Malignant,Malignant,Malignant
6741,-0.13893445521598,-0.0761354721699912,Malignant,Malignant,Malignant,Malignant,Malignant
6742,-0.0842283319459595,-0.165236105361799,Malignant,Malignant,Malignant,Malignant,Malignant
6743,0.029692858463386,-0.0032654315749142,Malignant,Malignant,Malignant,Malignant,Malignant
6744,-0.0426953845349681,-0.255238923051251,Malignant,Malignant,Malignant,Malignant,Malignant
6745,0.617714871711556,0.846288920119337,Malignant,Malignant,Malignant,Malignant,Malignant
6746,0.416527787062243,0.114121988328181,Malignant,Malignant,Malignant,Malignant,Malignant
6747,-0.0529596856891507,-0.10113430354232,Malignant,Malignant,Malignant,Malignant,Malignant
6748,0.498779770858566,0.0810019832130953,Malignant,Malignant,Malignant,Malignant,Malignant
6749,-0.131681962303029,-0.244389816538186,Malignant,Malignant,Malignant,Malignant,Malignant
6750,-0.211142886711242,-0.205101152658019,Malignant,Malignant,Malignant,Malignant,Malignant
6751,-0.189133112435856,-0.152649299033325,Malignant,Malignant,Malignant,Malignant,Malignant
6752,-0.137537402276991,-0.129480075114263,Malignant,Malignant,Malignant,Malignant,Malignant
6753,0.467009474172701,0.295981820473643,Malignant,Malignant,Malignant,Malignant,Malignant
6754,0.606895768069656,0.131320535497136,Malignant,Malignant,Malignant,Malignant,Malignant
6755,0.497074935588271,0.620039391845262,Malignant,Malignant,Malignant,Malignant,Malignant
6756,-0.119798748100403,-0.138655900149928,Malignant,Malignant,Malignant,Malignant,Malignant
6757,-0.178511404957254,-0.151522127572649,Malignant,Malignant,Malignant,Malignant,Malignant
6758,-0.157091851066717,-0.156906352138613,Malignant,Malignant,Malignant,Malignant,Malignant
6759,0.258282268449029,-0.0011135798328331,Malignant,Malignant,Malignant,Malignant,Malignant
6760,-0.181003297394711,-0.164085200799786,Malignant,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
6761,-0.212519092961435,-0.206567655518279,Malignant,Malignant,Malignant,Malignant,Malignant
6762,-0.0692247295219642,-0.119759870445956,Malignant,Malignant,Malignant,Malignant,Malignant
6763,-0.150179651550411,-0.183038172675741,Malignant,Malignant,Malignant,Malignant,Malignant
6764,-0.200617169218432,-0.0833151755774996,Malignant,Malignant,Malignant,Malignant,Malignant
6765,-0.0873680973956725,-0.12167704580488,Malignant,Malignant,Malignant,Malignant,Malignant
6766,-0.214939837856619,-0.160427682191814,Malignant,Malignant,Malignant,Malignant,Malignant
6767,-0.155024969198628,-0.130682427349607,Malignant,Malignant,Malignant,Malignant,Malignant
6768,-0.0702207551636261,-0.0760033594547052,Malignant,Malignant,Malignant,Malignant,Malignant
6769,-0.170249002719377,-0.176362426642063,Malignant,Malignant,Malignant,Malignant,Malignant
6770,-0.173827317306437,-0.125401814457635,Malignant,Malignant,Malignant,Malignant,Malignant
6771,0.188502384311404,-0.094511362205766,Malignant,Malignant,Malignant,Malignant,Malignant
6772,-0.214421507355499,-0.150426715970197,Malignant,Malignant,Malignant,Malignant,Malignant
6773,0.702108993948671,0.563387028859816,Malignant,Malignant,Malignant,Malignant,Malignant
6774,-0.0764028966367768,-0.0931417276755923,Malignant,Malignant,Malignant,Malignant,Malignant
6775,0.0277079143969879,0.757391720423396,Malignant,Malignant,Malignant,Malignant,Malignant
6776,0.719886720372625,0.322733746025614,Malignant,Malignant,Malignant,Malignant,Malignant
6777,-0.203031235381514,-0.161388550763611,Malignant,Malignant,Malignant,Malignant,Malignant
6778,-0.146812270573847,-0.134513514614238,Malignant,Malignant,Malignant,Malignant,Malignant
6779,-0.169476626068808,-0.153285966409701,Malignant,Malignant,Malignant,Malignant,Malignant
6780,0.710710932464221,0.74112498377045,Malignant,Malignant,Malignant,Malignant,Malignant
6781,-0.109486886280578,-0.177296209013043,Malignant,Malignant,Malignant,Malignant,Malignant
6782,-0.108299133919956,-0.148807792567733,Malignant,Malignant,Malignant,Malignant,Malignant
6783,-0.170594996007254,-0.121063987137086,Malignant,Malignant,Malignant,Malignant,Malignant
6784,0.20017247751756,0.0335318217631309,Malignant,Malignant,Malignant,Malignant,Malignant
6785,0.206603181313683,-0.137309336073925,Malignant,Malignant,Malignant,Malignant,Malignant
6786,-0.152977499245874,-0.218989659255569,Malignant,Malignant,Malignant,Malignant,Malignant
6787,-0.0977267143324038,-0.204904222024544,Malignant,Malignant,Malignant,Malignant,Malignant
6788,-0.186501684427685,-0.219552702567226,Malignant,Malignant,Malignant,Malignant,Malignant
6789,-0.138360278588916,-0.193206052031971,Malignant,Malignant,Malignant,Malignant,Malignant
6790,-0.168118311119853,-0.20657289072737,Malignant,Malignant,Malignant,Malignant,Malignant
6791,-0.161191113157825,-0.167075511676084,Malignant,Malignant,Malignant,Malignant,Malignant
6792,0.0423176564553249,-0.145674020362952,Malignant,Malignant,Malignant,Malignant,Malignant
6793,0.439341296787199,0.039141106945668,Malignant,Malignant,Malignant,Malignant,Malignant
6794,0.0339656529582539,-0.0919954226182551,Malignant,Malignant,Malignant,Malignant,Malignant
6795,0.0686162897885198,-0.0562126019284536,Malignant,Malignant,Malignant,Malignant,Malignant
6796,0.516427007967194,0.231999329980182,Malignant,Malignant,Malignant,Malignant,Malignant
6797,-0.0833534114545886,-0.109641924953507,Malignant,Malignant,Malignant,Malignant,Malignant
6798,0.222910469845371,0.214788989160869,Malignant,Malignant,Malignant,Malignant,Malignant
6799,0.590765289443634,0.41599238626579,Malignant,Malignant,Malignant,Malignant,Malignant
6800,-0.20715538138818,-0.122912593394633,Malignant,Malignant,Malignant,Malignant,Malignant
6801,0.633015373110971,0.395593378898513,Malignant,Malignant,Malignant,Malignant,Malignant
6802,-0.173745035705868,-0.251325131461639,Malignant,Malignant,Malignant,Malignant,Malignant
6803,0.177258479664288,-0.143815435334159,Malignant,Malignant,Malignant,Malignant,Malignant
6804,-0.176756654854766,-0.153387319707254,Malignant,Malignant,Malignant,Malignant,Malignant
6805,0.320359229362374,0.293253732434394,Malignant,Malignant,Malignant,Malignant,Malignant
6806,-0.232388689177158,-0.173562789568017,Malignant,Malignant,Malignant,Malignant,Malignant
6807,-0.174394449458166,-0.0866674670916672,Malignant,Malignant,Malignant,Malignant,Malignant
6808,0.241912786683139,0.756735160953806,Malignant,Malignant,Malignant,Malignant,Malignant
6809,0.644693090610375,0.685221766327615,Malignant,Malignant,Malignant,Malignant,Malignant
6810,-0.209177279656002,-0.112914161020347,Malignant,Malignant,Malignant,Malignant,Malignant
6811,0.521052192250621,-0.0914770575447709,Malignant,Malignant,Malignant,Malignant,Malignant
6812,-0.130620880704818,-0.105212621502228,Malignant,Malignant,Malignant,Malignant,Malignant
6813,0.0305059967182892,1.07743538718109,Malignant,Malignant,Malignant,Malignant,Malignant
6814,0.0131549423720307,-0.139262863647667,Malignant,Malignant,Malignant,Malignant,Malignant
6815,0.662163920042827,0.397644051716954,Malignant,Malignant,Malignant,Malignant,Malignant
6816,0.134145656255595,0.583210669959722,Malignant,Malignant,Malignant,Malignant,Malignant
6817,0.677186961855219,0.374024650026677,Malignant,Malignant,Malignant,Malignant,Malignant
6818,-0.162039532432174,-0.181223381767087,Malignant,Malignant,Malignant,Malignant,Malignant
6819,-0.128014901826932,-0.164797358393957,Malignant,Malignant,Malignant,Malignant,Malignant
6820,-0.281338511123717,-0.117163214243836,Malignant,Malignant,Malignant,Malignant,Malignant
6821,0.561562276506445,0.722087082928996,Malignant,Malignant,Malignant,Malignant,Malignant
6822,-0.190130170834112,-0.165530387040447,Malignant,Malignant,Malignant,Malignant,Malignant
6823,-0.163174801807007,-0.152640955369472,Malignant,Malignant,Malignant,Malignant,Malignant
6824,0.0104223819026124,-0.0466955466025052,Malignant,Malignant,Malignant,Malignant,Malignant
6825,-0.0240968836455294,-0.176990585401558,Malignant,Malignant,Malignant,Malignant,Malignant
6826,-0.112711756813713,-0.22194658312724,Malignant,Malignant,Malignant,Malignant,Malignant
6827,-0.172828947623043,-0.102785607564009,Oligodendrocyte,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes,Oligodendrocytes
6828,0.50998480819086,0.110073977573773,Malignant,Malignant,Malignant,Malignant,Malignant
6829,-0.0581209413528498,-0.123492797294116,Malignant,Malignant,Malignant,Malignant,Malignant
6830,-0.197970825698301,-0.0968301704255115,Malignant,Malignant,Malignant,Malignant,Malignant
6831,-0.144440091763684,-0.159652268763986,Malignant,Malignant,Malignant,Malignant,Malignant
6832,-0.0222215943674919,-0.0382443391009695,Malignant,Malignant,Malignant,Malignant,Malignant
6833,-0.174161120209249,-0.134835615383694,Malignant,Malignant,Malignant,Malignant,Malignant
6834,-0.0582857920828601,-0.22022056624744,Malignant,Malignant,Malignant,Malignant,Malignant
6835,0.0872960861242968,-0.102554492516482,Malignant,Malignant,Malignant,Malignant,Malignant
6836,-0.23053045549187,-0.126654070643219,Malignant,Malignant,Malignant,Malignant,Malignant
6837,0.0856382587940779,-0.110079812997689,Malignant,Malignant,Malignant,Malignant,Malignant
6838,0.315211682341032,0.685367884642397,Malignant,Malignant,Malignant,Malignant,Malignant
6839,0.16140905821988,-0.137247893416642,Malignant,Malignant,Malignant,Malignant,Malignant
6840,-0.188937231900918,-0.147179882936126,Malignant,Malignant,Malignant,Malignant,Malignant
6841,-0.146557826825686,-0.21423603730581,Malignant,Malignant,Malignant,Malignant,Malignant
6842,-0.205317023148725,-0.217199712950934,Malignant,Malignant,Malignant,Malignant,Malignant
6843,-0.0362068169070467,-0.0678636355794675,Malignant,Malignant,Malignant,Malignant,Malignant
6844,0.231932964628554,-0.0365833064784885,Malignant,Malignant,Malignant,Malignant,Malignant
6845,0.0237455750048465,-0.153070786278318,Malignant,Malignant,Malignant,Malignant,Malignant
6846,-0.189431944864199,-0.0793472071583675,Malignant,Malignant,Malignant,Malignant,Malignant
6847,-0.0867624964834012,-0.114478404362269,Malignant,Malignant,Malignant,Malignant,Malignant
6848,-0.123212389915028,-0.031067612061265,Malignant,Malignant,Malignant,Malignant,Malignant
6849,-0.148673877036778,-0.0954745366537813,Malignant,Malignant,Malignant,Malignant,Malignant
